,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,n_estimators,error
183,0.1,1,1,0.3,0.3,700,8570.376068017578
184,0.1,1,1,0.3,0.3,800,8912.628182313538
185,0.1,1,1,0.3,0.3,900,8817.362890145874
186,0.1,1,1,0.3,0.3,1000,8278.202846429444
187,0.1,1,1,0.3,0.4,50,7316.777340847778
188,0.1,1,1,0.3,0.4,100,2535.5929402893066
189,0.1,1,1,0.3,0.4,200,3723.8473406433104
190,0.1,1,1,0.3,0.4,300,6512.332630059814
191,0.1,1,1,0.3,0.4,400,8641.835496804808
192,0.1,1,1,0.3,0.4,500,7523.2361124969475
193,0.1,1,1,0.3,0.4,600,8605.165037057495
194,0.1,1,1,0.3,0.4,700,8570.376068017578
195,0.1,1,1,0.3,0.4,800,8912.628182313538
196,0.1,1,1,0.3,0.4,900,8817.362890145874
197,0.1,1,1,0.3,0.4,1000,8278.202846429444
198,0.1,1,1,0.3,0.5,50,5676.226344067382
199,0.1,1,1,0.3,0.5,100,1533.2464604431152
200,0.1,1,1,0.3,0.5,200,7052.347219369506
201,0.1,1,1,0.3,0.5,300,7924.924110314941
202,0.1,1,1,0.3,0.5,400,9370.697421929932
203,0.1,1,1,0.3,0.5,500,8155.261836907958
204,0.1,1,1,0.3,0.5,600,8828.430786035156
205,0.1,1,1,0.3,0.5,700,8172.035777947997
206,0.1,1,1,0.3,0.5,800,9327.495127580261
207,0.1,1,1,0.3,0.5,900,8696.170606515503
208,0.1,1,1,0.3,0.5,1000,8702.885517022703
209,0.1,1,1,0.3,0.6,50,5676.226344067382
210,0.1,1,1,0.3,0.6,100,1533.2464604431152
211,0.1,1,1,0.3,0.6,200,7052.347219369506
212,0.1,1,1,0.3,0.6,300,7924.924110314941
213,0.1,1,1,0.3,0.6,400,9370.697421929932
214,0.1,1,1,0.3,0.6,500,8155.261836907958
215,0.1,1,1,0.3,0.6,600,8828.430786035156
216,0.1,1,1,0.3,0.6,700,8172.035777947997
217,0.1,1,1,0.3,0.6,800,9327.495127580261
218,0.1,1,1,0.3,0.6,900,8696.170606515503
219,0.1,1,1,0.3,0.6,1000,8702.885517022703
220,0.1,1,1,0.3,0.7,50,5676.226344067382
221,0.1,1,1,0.3,0.7,100,1533.2464604431152
222,0.1,1,1,0.3,0.7,200,7052.347219369506
223,0.1,1,1,0.3,0.7,300,7924.924110314941
224,0.1,1,1,0.3,0.7,400,9370.697421929932
225,0.1,1,1,0.3,0.7,500,8155.261836907958
226,0.1,1,1,0.3,0.7,600,8828.430786035156
227,0.1,1,1,0.3,0.7,700,8172.035777947997
228,0.1,1,1,0.3,0.7,800,9327.495127580261
229,0.1,1,1,0.3,0.7,900,8696.170606515503
230,0.1,1,1,0.3,0.7,1000,8702.885517022703
231,0.1,1,1,0.4,0.1,50,5629.950639206695
232,0.1,1,1,0.4,0.1,100,878.6174654968262
233,0.1,1,1,0.4,0.1,200,4251.859136483764
234,0.1,1,1,0.4,0.1,300,7610.126535317992
235,0.1,1,1,0.4,0.1,400,8418.104266069031
236,0.1,1,1,0.4,0.1,500,7837.801072976684
237,0.1,1,1,0.4,0.1,600,8005.633150003051
238,0.1,1,1,0.4,0.1,700,8432.336242578125
239,0.1,1,1,0.4,0.1,800,8051.810590646362
240,0.1,1,1,0.4,0.1,900,8733.046430490112
241,0.1,1,1,0.4,0.1,1000,8308.166322610474
242,0.1,1,1,0.4,0.2,50,5629.950639206695
243,0.1,1,1,0.4,0.2,100,878.6174654968262
244,0.1,1,1,0.4,0.2,200,4251.859136483764
245,0.1,1,1,0.4,0.2,300,7610.126535317992
246,0.1,1,1,0.4,0.2,400,8418.104266069031
247,0.1,1,1,0.4,0.2,500,7837.801072976684
248,0.1,1,1,0.4,0.2,600,8005.633150003051
249,0.1,1,1,0.4,0.2,700,8432.336242578125
250,0.1,1,1,0.4,0.2,800,8051.810590646362
251,0.1,1,1,0.4,0.2,900,8733.046430490112
252,0.1,1,1,0.4,0.2,1000,8308.166322610474
253,0.1,1,1,0.4,0.3,50,5629.950639206695
254,0.1,1,1,0.4,0.3,100,878.6174654968262
255,0.1,1,1,0.4,0.3,200,4251.859136483764
256,0.1,1,1,0.4,0.3,300,7610.126535317992
257,0.1,1,1,0.4,0.3,400,8418.104266069031
258,0.1,1,1,0.4,0.3,500,7837.801072976684
259,0.1,1,1,0.4,0.3,600,8005.633150003051
260,0.1,1,1,0.4,0.3,700,8432.336242578125
261,0.1,1,1,0.4,0.3,800,8051.810590646362
262,0.1,1,1,0.4,0.3,900,8733.046430490112
263,0.1,1,1,0.4,0.3,1000,8308.166322610474
264,0.1,1,1,0.4,0.4,50,5629.950639206695
265,0.1,1,1,0.4,0.4,100,878.6174654968262
266,0.1,1,1,0.4,0.4,200,4251.859136483764
267,0.1,1,1,0.4,0.4,300,7610.126535317992
268,0.1,1,1,0.4,0.4,400,8418.104266069031
269,0.1,1,1,0.4,0.4,500,7837.801072976684
270,0.1,1,1,0.4,0.4,600,8005.633150003051
271,0.1,1,1,0.4,0.4,700,8432.336242578125
272,0.1,1,1,0.4,0.4,800,8051.810590646362
273,0.1,1,1,0.4,0.4,900,8733.046430490112
274,0.1,1,1,0.4,0.4,1000,8308.166322610474
275,0.1,1,1,0.4,0.5,50,3970.2610215728755
276,0.1,1,1,0.4,0.5,100,2420.9388546997075
277,0.1,1,1,0.4,0.5,200,8208.853023431397
278,0.1,1,1,0.4,0.5,300,8789.920388124085
279,0.1,1,1,0.4,0.5,400,8619.784004113768
280,0.1,1,1,0.4,0.5,500,8117.194015405273
281,0.1,1,1,0.4,0.5,600,8481.230995557404
282,0.1,1,1,0.4,0.5,700,8335.364732644653
283,0.1,1,1,0.4,0.5,800,8287.567692658997
284,0.1,1,1,0.4,0.5,900,8535.986072442629
285,0.1,1,1,0.4,0.5,1000,8464.501181504822
286,0.1,1,1,0.4,0.6,50,3970.2610215728755
287,0.1,1,1,0.4,0.6,100,2420.9388546997075
288,0.1,1,1,0.4,0.6,200,8208.853023431397
289,0.1,1,1,0.4,0.6,300,8789.920388124085
290,0.1,1,1,0.4,0.6,400,8619.784004113768
291,0.1,1,1,0.4,0.6,500,8117.194015405273
292,0.1,1,1,0.4,0.6,600,8481.230995557404
293,0.1,1,1,0.4,0.6,700,8335.364732644653
294,0.1,1,1,0.4,0.6,800,8287.567692658997
295,0.1,1,1,0.4,0.6,900,8535.986072442629
296,0.1,1,1,0.4,0.6,1000,8464.501181504822
297,0.1,1,1,0.4,0.7,50,3970.2610215728755
298,0.1,1,1,0.4,0.7,100,2420.9388546997075
299,0.1,1,1,0.4,0.7,200,8208.853023431397
300,0.1,1,1,0.4,0.7,300,8789.920388124085
301,0.1,1,1,0.4,0.7,400,8619.784004113768
302,0.1,1,1,0.4,0.7,500,8117.194015405273
303,0.1,1,1,0.4,0.7,600,8481.230995557404
304,0.1,1,1,0.4,0.7,700,8335.364732644653
305,0.1,1,1,0.4,0.7,800,8287.567692658997
306,0.1,1,1,0.4,0.7,900,8535.986072442629
307,0.1,1,1,0.4,0.7,1000,8464.501181504822
308,0.1,1,1,0.5,0.1,50,6633.009676892089
309,0.1,1,1,0.5,0.1,100,1984.576415020752
310,0.1,1,1,0.5,0.1,200,5138.672620675658
311,0.1,1,1,0.5,0.1,300,8164.308032891845
312,0.1,1,1,0.5,0.1,400,8934.399657628632
313,0.1,1,1,0.5,0.1,500,7994.899972817992
314,0.1,1,1,0.5,0.1,600,7491.3200787521355
315,0.1,1,1,0.5,0.1,700,8146.189836404418
316,0.1,1,1,0.5,0.1,800,7601.723588845824
317,0.1,1,1,0.5,0.1,900,8542.051727197266
318,0.1,1,1,0.5,0.1,1000,8321.560668847656
319,0.1,1,1,0.5,0.2,50,6633.009676892089
320,0.1,1,1,0.5,0.2,100,1984.576415020752
321,0.1,1,1,0.5,0.2,200,5138.672620675658
322,0.1,1,1,0.5,0.2,300,8164.308032891845
323,0.1,1,1,0.5,0.2,400,8934.399657628632
324,0.1,1,1,0.5,0.2,500,7994.899972817992
325,0.1,1,1,0.5,0.2,600,7491.3200787521355
326,0.1,1,1,0.5,0.2,700,8146.189836404418
327,0.1,1,1,0.5,0.2,800,7601.723588845824
328,0.1,1,1,0.5,0.2,900,8542.051727197266
329,0.1,1,1,0.5,0.2,1000,8321.560668847656
330,0.1,1,1,0.5,0.3,50,6633.009676892089
331,0.1,1,1,0.5,0.3,100,1984.576415020752
332,0.1,1,1,0.5,0.3,200,5138.672620675658
333,0.1,1,1,0.5,0.3,300,8164.308032891845
334,0.1,1,1,0.5,0.3,400,8934.399657628632
335,0.1,1,1,0.5,0.3,500,7994.899972817992
336,0.1,1,1,0.5,0.3,600,7491.3200787521355
337,0.1,1,1,0.5,0.3,700,8146.189836404418
338,0.1,1,1,0.5,0.3,800,7601.723588845824
339,0.1,1,1,0.5,0.3,900,8542.051727197266
340,0.1,1,1,0.5,0.3,1000,8321.560668847656
341,0.1,1,1,0.5,0.4,50,6633.009676892089
342,0.1,1,1,0.5,0.4,100,1984.576415020752
343,0.1,1,1,0.5,0.4,200,5138.672620675658
344,0.1,1,1,0.5,0.4,300,8164.308032891845
345,0.1,1,1,0.5,0.4,400,8934.399657628632
346,0.1,1,1,0.5,0.4,500,7994.899972817992
347,0.1,1,1,0.5,0.4,600,7491.3200787521355
348,0.1,1,1,0.5,0.4,700,8146.189836404418
349,0.1,1,1,0.5,0.4,800,7601.723588845824
350,0.1,1,1,0.5,0.4,900,8542.051727197266
351,0.1,1,1,0.5,0.4,1000,8321.560668847656
352,0.1,1,1,0.5,0.5,50,2940.5831059997554
353,0.1,1,1,0.5,0.5,100,3602.623824975586
354,0.1,1,1,0.5,0.5,200,8645.91064824829
355,0.1,1,1,0.5,0.5,300,8856.10058822403
356,0.1,1,1,0.5,0.5,400,8545.774263284302
357,0.1,1,1,0.5,0.5,500,8504.606606385803
358,0.1,1,1,0.5,0.5,600,8298.941535852051
359,0.1,1,1,0.5,0.5,700,7932.783107659911
360,0.1,1,1,0.5,0.5,800,8197.848310372925
361,0.1,1,1,0.5,0.5,900,8689.796255014038
362,0.1,1,1,0.5,0.5,1000,8435.793807885742
363,0.1,1,1,0.5,0.6,50,2940.5831059997554
364,0.1,1,1,0.5,0.6,100,3602.623824975586
365,0.1,1,1,0.5,0.6,200,8645.91064824829
366,0.1,1,1,0.5,0.6,300,8856.10058822403
367,0.1,1,1,0.5,0.6,400,8545.774263284302
368,0.1,1,1,0.5,0.6,500,8504.606606385803
369,0.1,1,1,0.5,0.6,600,8298.941535852051
370,0.1,1,1,0.5,0.6,700,7932.783107659911
371,0.1,1,1,0.5,0.6,800,8197.848310372925
372,0.1,1,1,0.5,0.6,900,8689.796255014038
373,0.1,1,1,0.5,0.6,1000,8435.793807885742
374,0.1,1,1,0.5,0.7,50,2940.5831059997554
375,0.1,1,1,0.5,0.7,100,3602.623824975586
376,0.1,1,1,0.5,0.7,200,8645.91064824829
377,0.1,1,1,0.5,0.7,300,8856.10058822403
378,0.1,1,1,0.5,0.7,400,8545.774263284302
379,0.1,1,1,0.5,0.7,500,8504.606606385803
380,0.1,1,1,0.5,0.7,600,8298.941535852051
381,0.1,1,1,0.5,0.7,700,7932.783107659911
382,0.1,1,1,0.5,0.7,800,8197.848310372925
383,0.1,1,1,0.5,0.7,900,8689.796255014038
384,0.1,1,1,0.5,0.7,1000,8435.793807885742
385,0.1,1,1,0.6,0.1,50,6343.613549668121
386,0.1,1,1,0.6,0.1,100,1406.1817884033203
387,0.1,1,1,0.6,0.1,200,6400.367799661254
388,0.1,1,1,0.6,0.1,300,8582.558254144287
389,0.1,1,1,0.6,0.1,400,9100.739013574217
390,0.1,1,1,0.6,0.1,500,8301.377987763977
391,0.1,1,1,0.6,0.1,600,8160.210294625854
392,0.1,1,1,0.6,0.1,700,8288.855879685974
393,0.1,1,1,0.6,0.1,800,8047.6397304750435
394,0.1,1,1,0.6,0.1,900,8948.92891778717
395,0.1,1,1,0.6,0.1,1000,8824.8532275177
396,0.1,1,1,0.6,0.2,50,6343.613549668121
397,0.1,1,1,0.6,0.2,100,1406.1817884033203
398,0.1,1,1,0.6,0.2,200,6400.367799661254
399,0.1,1,1,0.6,0.2,300,8582.558254144287
400,0.1,1,1,0.6,0.2,400,9100.739013574217
401,0.1,1,1,0.6,0.2,500,8301.377987763977
402,0.1,1,1,0.6,0.2,600,8160.210294625854
403,0.1,1,1,0.6,0.2,700,8288.855879685974
404,0.1,1,1,0.6,0.2,800,8047.6397304750435
405,0.1,1,1,0.6,0.2,900,8948.92891778717
406,0.1,1,1,0.6,0.2,1000,8824.8532275177
407,0.1,1,1,0.6,0.3,50,6343.613549668121
408,0.1,1,1,0.6,0.3,100,1406.1817884033203
409,0.1,1,1,0.6,0.3,200,6400.367799661254
410,0.1,1,1,0.6,0.3,300,8582.558254144287
411,0.1,1,1,0.6,0.3,400,9100.739013574217
412,0.1,1,1,0.6,0.3,500,8301.377987763977
413,0.1,1,1,0.6,0.3,600,8160.210294625854
414,0.1,1,1,0.6,0.3,700,8288.855879685974
415,0.1,1,1,0.6,0.3,800,8047.6397304750435
416,0.1,1,1,0.6,0.3,900,8948.92891778717
417,0.1,1,1,0.6,0.3,1000,8824.8532275177
418,0.1,1,1,0.6,0.4,50,6343.613549668121
419,0.1,1,1,0.6,0.4,100,1406.1817884033203
420,0.1,1,1,0.6,0.4,200,6400.367799661254
421,0.1,1,1,0.6,0.4,300,8582.558254144287
422,0.1,1,1,0.6,0.4,400,9100.739013574217
423,0.1,1,1,0.6,0.4,500,8301.377987763977
424,0.1,1,1,0.6,0.4,600,8160.210294625854
425,0.1,1,1,0.6,0.4,700,8288.855879685974
426,0.1,1,1,0.6,0.4,800,8047.6397304750435
427,0.1,1,1,0.6,0.4,900,8948.92891778717
428,0.1,1,1,0.6,0.4,1000,8824.8532275177
429,0.1,1,1,0.6,0.5,50,2141.716413933563
430,0.1,1,1,0.6,0.5,100,4772.154472253417
431,0.1,1,1,0.6,0.5,200,8571.697246453858
432,0.1,1,1,0.6,0.5,300,8779.599986455536
433,0.1,1,1,0.6,0.5,400,8349.38031949768
434,0.1,1,1,0.6,0.5,500,8434.695595643616
435,0.1,1,1,0.6,0.5,600,8443.20375480423
436,0.1,1,1,0.6,0.5,700,7624.664516351318
437,0.1,1,1,0.6,0.5,800,8205.734354875183
438,0.1,1,1,0.6,0.5,900,8874.725137136078
439,0.1,1,1,0.6,0.5,1000,8888.303246162033
440,0.1,1,1,0.6,0.6,50,2141.716413933563
441,0.1,1,1,0.6,0.6,100,4772.154472253417
442,0.1,1,1,0.6,0.6,200,8571.697246453858
443,0.1,1,1,0.6,0.6,300,8779.599986455536
444,0.1,1,1,0.6,0.6,400,8349.38031949768
445,0.1,1,1,0.6,0.6,500,8434.695595643616
446,0.1,1,1,0.6,0.6,600,8443.20375480423
447,0.1,1,1,0.6,0.6,700,7624.664516351318
448,0.1,1,1,0.6,0.6,800,8205.734354875183
449,0.1,1,1,0.6,0.6,900,8874.725137136078
450,0.1,1,1,0.6,0.6,1000,8888.303246162033
451,0.1,1,1,0.6,0.7,50,2141.716413933563
452,0.1,1,1,0.6,0.7,100,4772.154472253417
453,0.1,1,1,0.6,0.7,200,8571.697246453858
454,0.1,1,1,0.6,0.7,300,8779.599986455536
455,0.1,1,1,0.6,0.7,400,8349.38031949768
456,0.1,1,1,0.6,0.7,500,8434.695595643616
457,0.1,1,1,0.6,0.7,600,8443.20375480423
458,0.1,1,1,0.6,0.7,700,7624.664516351318
459,0.1,1,1,0.6,0.7,800,8205.734354875183
460,0.1,1,1,0.6,0.7,900,8874.725137136078
461,0.1,1,1,0.6,0.7,1000,8888.303246162033
462,0.1,1,1,0.7,0.1,50,6281.874365050125
463,0.1,1,1,0.7,0.1,100,937.6716087677001
464,0.1,1,1,0.7,0.1,200,6385.045730493163
465,0.1,1,1,0.7,0.1,300,8988.309188745117
466,0.1,1,1,0.7,0.1,400,8981.059686086273
467,0.1,1,1,0.7,0.1,500,8192.07845105896
468,0.1,1,1,0.7,0.1,600,8075.574245355224
469,0.1,1,1,0.7,0.1,700,8134.081110856628
470,0.1,1,1,0.7,0.1,800,8063.331001184081
471,0.1,1,1,0.7,0.1,900,8992.789948842621
472,0.1,1,1,0.7,0.1,1000,8833.685855767822
473,0.1,1,1,0.7,0.2,50,6281.874365050125
474,0.1,1,1,0.7,0.2,100,937.6716087677001
475,0.1,1,1,0.7,0.2,200,6385.045730493163
476,0.1,1,1,0.7,0.2,300,8988.309188745117
477,0.1,1,1,0.7,0.2,400,8981.059686086273
478,0.1,1,1,0.7,0.2,500,8192.07845105896
479,0.1,1,1,0.7,0.2,600,8075.574245355224
480,0.1,1,1,0.7,0.2,700,8134.081110856628
481,0.1,1,1,0.7,0.2,800,8063.331001184081
482,0.1,1,1,0.7,0.2,900,8992.789948842621
483,0.1,1,1,0.7,0.2,1000,8833.685855767822
484,0.1,1,1,0.7,0.3,50,6281.874365050125
485,0.1,1,1,0.7,0.3,100,937.6716087677001
486,0.1,1,1,0.7,0.3,200,6385.045730493163
487,0.1,1,1,0.7,0.3,300,8988.309188745117
